id,ipsae,pdockq2,prodigy_kd,ipTM+pTM,dG_SASA_ratio,prodigy_dg_internal,ipTM,dG_rosetta
7tmg__A1_A0A0H3GLR2_and_7tmg__B1_A0A0H3GLR2,0.937415,0.7878,4.409529411816821e-12,0.9636847768502663,0.00101168766808852,-15.48151081300813,0.9626911044246144,5.704321384429932
7uav__A1_P0DW58_and_7uav__B1_P0DW58,0.913386,0.7852,5.054602475237798e-16,0.951502815323757,-0.01527521994627034,-20.85401680851064,0.9517004525046571,-102.1111831665039
7ucd__B1_P17535_and_7ucd__A1_P53539,0.631358,0.6725,1.037854636208858e-06,0.7883687662945823,-0.03162846790639685,-8.158017519379847,0.7858979807869981,-78.79231262207031
7uh4__A1_UNDEFINED_and_7uh4__B1_UNDEFINED,0.651637,0.571,3.546246989761876e-08,0.7913147382269637,0.4817442372578504,-10.15716944162437,0.7902188926483642,991.2882690429688
7uj6__A1_Q8RMD9_and_7uj6__B1_Q8RMD9,0.908102,0.7605,8.346883396834133e-13,0.9467703024122331,-0.01541877396174342,-16.46702276497696,0.94554679805635,-63.0042724609375
7uqo__A1_UNDEFINED_and_7uqo__A2_UNDEFINED,0.821816,0.6255,5.054447513975474e-09,0.906473313403503,-0.02484976187465654,-11.31068175438596,0.9040511405167131,-37.64108276367188
7vkb__A1_Q5ZSZ6_and_7vkb__B1_Q5ZSZ7,0.899829,0.7226,5.101888245266478e-09,0.9500418265790409,0.08207138792363558,-11.30515035842294,0.9499846567363243,193.0919952392578
7vmv__B1_Q5I3B6_and_7vmv__A1_Q58HT7,0.871395,0.6961,9.837372144899292e-16,0.8669599111615726,0.1305220602506324,-20.45975076433121,0.8627592210408563,655.749267578125
7vrc__A1_P38956_and_7vrc__B1_P22082,0.83558,0.7423,1.039498711603425e-08,0.9145630243101518,0.2664796090018758,-10.88375267175573,0.9159070178517715,626.1486206054688
7vsf__A1_P25440_and_7vsf__B1_P25440,0.851158,0.7827,3.470406705283532e-08,0.9193525003055659,0.0008893859733771979,-10.16996926829268,0.9159248319999824,1.815412759780884
7wik__B1_A0R1E6_and_7wik__A1_A0R1E6,0.870252,0.6575,5.965123507795468e-12,0.9225543757538565,-0.01906739239070482,-15.30260402930403,0.9220769550865101,-90.15432739257812
7wt0__A1_Q04760_and_7wt0__B1_Q04760,0.917696,0.7914,2.199985953915959e-20,0.9408272711642605,0.06123300675197892,-26.79989,0.9402283685266828,481.5992126464844
7x1k__A1_Q6DL91_and_7x1k__B1_Q6DL91,0.706338,0.7427,2.203544393086551e-06,0.8489673053026995,-0.03378145330394107,-7.712226666666666,0.8420825599403676,-36.4310417175293
7xge__A1_UNDEFINED_and_7xge__B1_Q07820,0.877416,0.6756,2.328898843435753e-08,0.9295449443808312,0.003591621842222234,-10.40613965065502,0.9310389541958959,9.69991397857666
7xl7__A1_A0A2J0R8J6_and_7xl7__B1_A0A2J0R8J6,0.71689,0.718,1.2621118909196e-06,0.8741092683524986,0.0304400453964109,-8.042186666666666,0.8717487136365745,50.93948745727539
7xxs__A1_B2CKP3_and_7xxs__B1_B2CKP3,0.849045,0.6662,2.549665941941995e-11,0.9101061435358574,0.02594772744030582,-14.44252453287197,0.9074930727627046,82.73600769042969
7y51__A1_Q8RBF4_and_7y51__A2_Q8RBF4,0.013717,0.1073,3.754312192597569e-06,0.4396750333288212,1.415810328201704,-7.396738979591838,0.3823454338170678,1543.320190429688
7yo8__A1_P60520_and_7yo8__A2_P60520,0.015969,0.0777,4.576199618149169e-19,0.4682825289871364,4.886280846438224,-25.00289696969697,0.4676711904881417,25996.228515625
7yrt__E1_H9L4P6_and_7yrt__A1_H9L4P6,0.625547,0.5414,7.465631481051991e-07,0.7773520965650029,0.2351009473818829,-8.353069999999999,0.7694767865776514,767.0196533203125
7yuj__B1_Q9BYM8_and_7yuj__A1_Q9BYM8,0.015835,0.0651,1.2633242901956e-11,0.3955244446097947,1.937154791753929,-14.85829903345725,0.3843210431180484,5434.39501953125
7z56__B1_F0NGX6_and_7z56__A1_F0NGX6,0.865348,0.663,1.097688429200505e-07,0.9201506570949012,0.4934048204186411,-9.488166603773585,0.9190942688088074,1463.363891601562
7zc8__B1_UNDEFINED_and_7zc8__A1_UNDEFINED,0.728812,0.6089,1.221352774021643e-08,0.8459615430463746,0.03928082196573766,-10.78829573426573,0.8501339944322708,95.93197631835938
7zcm__A1_P42196_and_7zcm__B1_P42259,0.897916,0.7468,0.001273512493486632,0.9291466973362106,0.0771433514772359,-3.946853842794761,0.9245211476131742,154.3024291992188
7zoo__B1_A0A979GQH9_and_7zoo__A1_A0A979GQH9,0.0,0.0,1.779961349446291e-06,0.2522884878842997,2.358255956218987,-7.838623243243244,0.1756492641925485,2883.240234375
8a8f__A1_P32598_and_8a8f__B1_P42073,0.892635,0.6938,7.795585839284014e-10,0.9112503645401402,0.06066530816284249,-12.41747205128205,0.9018001889472701,219.0388488769531
8aai__A1_O00560_and_8aai__C1_O00560,0.827523,0.6915,1.869056087583849e-08,0.9037563248415829,-0.00457882567439576,-10.53637682539683,0.899673426169326,-10.83132839202881
8aeu__A1_Q00987_and_8aeu__A2_Q00987,0.013535,0.1172,2.766433950531594e-06,0.3044691355892857,3.183661584814874,-7.577531095890411,0.2380818177982695,4391.19970703125
8afj__A1_A0A179QS89_and_8afj__B1_A0A179QS89,0.883486,0.7417,9.305738125610895e-08,0.9364552471718821,-0.0173614830955188,-9.585956334519574,0.9334307369978283,-36.49858474731445
8ag8__A1_A0A1I5SVP7_and_8ag8__A2_A0A1I5SVP7,0.440851,0.4731,1.061661472448012e-06,0.6863364266605839,-0.004395657950671714,-8.144589302325581,0.665069687978513,-8.330702781677246
8aim__C1_Q6GJ88_and_8aim__A1_A0A141HSF0,0.914546,0.7706,3.657700324812467e-10,0.9441873351057561,-0.008065288453504888,-12.86551971962617,0.9416399541580531,-19.44338035583496
8b3s__A1_O31597_and_8b3s__B1_A0A164W157,0.011076,0.0305,4.568778728880536e-11,0.253257169895399,6.520786754709436,-14.09716851851852,0.2037157156701891,14251.0234375
8bjp__B1_A0A1W6VSR4_and_8bjp__A1_A0A1W6VSR4,0.822623,0.6997,4.919969873063242e-08,0.8975363109385253,0.02250125690193322,-9.963311949685536,0.8984152722625685,61.64793395996094
8c5k__A1_P87252_and_8c5k__A2_P87252,0.79402,0.629,3.611749835651011e-09,0.8796030195754297,0.7208528204676742,-11.50966888888889,0.877001742882451,1657.236938476562
8d03__A1_UNDEFINED_and_8d03__A2_UNDEFINED,0.653684,0.7327,5.381812794791647e-06,0.8616345384215676,0.03600348588371484,-7.183515652173913,0.8551777764985424,58.6417236328125
8e3g__B1_P43026_and_8e3g__A1_P12643,0.809966,0.6609,2.874911268777615e-10,0.8890658157557446,0.005483682343628985,-13.00810242774567,0.8907881855116292,13.80970478057861
8es5__A1_A0A0H2Z732_and_8es5__B1_A0A0H2Z732,0.895387,0.7419,2.671238130573486e-07,0.9438612899378523,-0.000324098597734647,-8.961600476190476,0.9422117862970547,-1.0085688829422
8fk6__A1_A0A0C9S461_and_8fk6__B1_P80098,0.762264,0.6891,2.251433871204485e-08,0.8581820709455799,0.1235360417095326,-10.42616900826446,0.8625828804441216,213.7165679931641
8gt9__A1_A8MW95_and_8gt9__B1_A8MW95,0.066708,0.2132,2.431864812998847e-07,0.4637713883076497,0.1859058341677132,-9.017188022598871,0.4411173787482712,750.4420776367188
8hdv__A1_UNDEFINED_and_8hdv__B1_UNDEFINED,0.631315,0.566,5.508735371191626e-11,0.8110300784624811,0.2776820935610377,-13.9863950209205,0.8058825006594461,1690.51123046875
8ho2__A1_A0A191T7N6_and_8ho2__B1_A0A191T7N6,0.768427,0.6145,6.941118181973289e-07,0.868344233310739,0.5665381622169523,-8.396202015810278,0.861865385165353,959.29150390625
8hwi__B1_A0A327WNX5_and_8hwi__A1_A0A327WNX5,0.818722,0.592,1.245485976746937e-11,0.8939674145894648,0.3705746309521226,-14.86671900369004,0.8912052494426961,1321.600952148438
8i33__C1_A0A6Q8PFJ0_and_8i33__A1_A0A6Q8PFJ0,0.453136,0.647,1.798787447141486e-06,0.7147425536478863,0.04240394393200706,-7.832393783783782,0.7106758972715861,97.2751235961914
8i8y__B1_UNDEFINED_and_8i8y__A1_UNDEFINED,0.529331,0.4982,1.508810694929383e-06,0.7955245283296655,-0.02574140538303541,-7.9364778125,0.7960179077625699,-40.16616058349609
8iw5__A1_Q8C8U0_and_8iw5__B1_Q8C8U0,0.609265,0.7581,8.987695135662988e-08,0.8136115341548318,0.09392567751603845,-9.606546111111113,0.8122442200288555,318.153076171875
8j64__A1_Q967S9_and_8j64__B1_O00816,0.875124,0.7119,2.765922767957991e-08,0.9162112680956437,0.02062307269922174,-10.30431285714286,0.9138008256915756,32.64307403564453
8pq7__A1_M1C5B8_and_8pq7__B1_D0N0Z8,0.908706,0.7155,2.413440112831696e-09,0.9403407251334627,0.01015238289036406,-11.74836333333333,0.9361741980776473,28.1630744934082
8pzo__A1_F9UT68_and_8pzo__A2_F9UT68,0.883005,0.7537,2.255318205752886e-10,0.9351658329047634,-0.02423708919788796,-13.15182071823205,0.9326401444196356,-43.51612854003906
8qfo__A1_A0A840P3H4_and_8qfo__B1_A0A840P3H4,0.755534,0.5943,8.252102046916712e-08,0.86231593732679,0.013399460180562,-9.657103719008266,0.8570707521626402,29.03637504577637
8ri0__A1_E4THH1_and_8ri0__B1_E4THH1,0.913479,0.7141,4.248226497498608e-10,0.9494911032507481,0.05342568707360842,-12.77690349206349,0.9487391422337108,135.6921539306641
8smq__A1_Q182N1_and_8smq__B1_Q182N1,0.804731,0.4835,4.131770107758723e-28,0.8553097036757058,-0.02143084080053931,-37.33341212598425,0.8756575259577137,-245.3182067871094
